rows,columns,rewards,score,garden
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,11805654399
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,11805911742
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,11805911743
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,11805911806
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,11805911807
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,11805914463
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,11805914495
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,11805915838
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,11805915839
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,11805915902
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,11805915903
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,11805916031
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,11805916511
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,11805916543
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,11806438751
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,11806438783
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,11806440126
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,11806440127
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,11806440190
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,11806440191
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,11806440319
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,11806440799
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,11806440831
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,11808404831
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,11808404863
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,11808406879
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,11808406911
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,11808535903
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,11808535935
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,11808537278
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,11808537279
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,11808537342
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,11808537343
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,11808537471
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,11808537951
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,11808537983
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12336887135
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12336887167
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12336889183
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12336889215
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12337018207
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12337018239
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12337019582
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12337019583
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12337019646
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12337019647
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12337019775
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12337020255
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12337020287
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12345275743
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12345275775
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12345277791
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12345277823
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12345406815
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12345406847
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12345408190
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12345408191
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12345408254
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12345408255
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12345408383
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12345408863
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12345408895
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12862614206
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12862614207
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12862614270
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12862614271
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12862616927
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12862616959
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12862618302
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12862618303
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12862618366
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12862618367
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12862618495
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12862618975
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12862619007
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12862876350
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12862876351
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12862876414
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12862876415
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12862879071
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12862879103
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12862880446
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12862880447
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12862880510
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12862880511
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12862880639
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12862881119
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12862881151
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12873758047
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12873758079
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12873760095
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12873760127
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12873889119
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12873889151
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12873890494
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12873890495
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12873890558
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12873890559
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12873890687
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12873891167
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12873891199
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12879391422
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12879391423
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12879391486
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12879391487
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12879394143
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12879394175
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12879395518
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12879395519
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12879395582
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12879395583
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12879395711
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12879396191
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12879396223
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12879653566
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12879653567
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12879653630
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12879653631
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12879656287
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12879656319
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12879657662
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12879657663
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12879657726
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12879657727
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12879657855
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12879658335
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12879658367
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12880180575
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12880180607
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12880181950
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12880181951
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12880182014
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12880182015
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12880182143
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12880182623
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12880182655
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12882146655
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12882146687
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12882148703
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12882148735
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12882277727
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12882277759
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12882279102
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12882279103
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12882279166
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12882279167
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12882279295
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12882279775
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,12882279807
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13410628959
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13410628991
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13410631007
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13410631039
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13410760031
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13410760063
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13410761406
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13410761407
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13410761470
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13410761471
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13410761599
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13410762079
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13410762111
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13419017567
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13419017599
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13419019615
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13419019647
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13419148639
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13419148671
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13419150014
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13419150015
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13419150078
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13419150079
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13419150207
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13419150687
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13419150719
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13936356030
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13936356031
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13936356094
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13936356095
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13936358751
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13936358783
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13936360126
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13936360127
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13936360190
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13936360191
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13936360319
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13936360799
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13936360831
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13936618174
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13936618175
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13936618238
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13936618239
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13936620895
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13936620927
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13936622270
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13936622271
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13936622334
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13936622335
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13936622463
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13936622943
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13936622975
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13947499871
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13947499903
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13947501919
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13947501951
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13947630943
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13947630975
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13947632318
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13947632319
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13947632382
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13947632383
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13947632511
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13947632991
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13947633023
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13953133246
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13953133247
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13953133310
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13953133311
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13953135967
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13953135999
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13953137342
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13953137343
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13953137406
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13953137407
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13953137535
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13953138015
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13953138047
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13953395390
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13953395391
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13953395454
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13953395455
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13953398111
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13953398143
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13953399486
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13953399487
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13953399550
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13953399551
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13953399679
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13953400159
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13953400191
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13953922399
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13953922431
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13953923774
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13953923775
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13953923838
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13953923839
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13953923967
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13953924447
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13953924479
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13955888479
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13955888511
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13955890527
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13955890559
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13956019551
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13956019583
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13956020926
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13956020927
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13956020990
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13956020991
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13956021119
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13956021599
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,13956021631
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,14484370783
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,14484370815
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,14484372831
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,14484372863
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,14484501855
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,14484501887
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,14484503230
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,14484503231
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,14484503294
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,14484503295
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,14484503423
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,14484503903
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,14484503935
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,14492759391
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,14492759423
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,14492761439
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,14492761471
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,14492890463
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,14492890495
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,14492891838
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,14492891839
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,14492891902
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,14492891903
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,14492892031
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,14492892511
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,14492892543
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,15010097854
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,15010097855
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,15010097918
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,15010097919
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,15010100575
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,15010100607
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,15010101950
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,15010101951
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,15010102014
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,15010102015
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,15010102143
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,15010102623
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,15010102655
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,15010359998
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,15010359999
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,15010360062
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,15010360063
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,15010362719
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,15010362751
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,15010364094
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,15010364095
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,15010364158
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,15010364159
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,15010364287
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,15010364767
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,15010364799
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,15021241695
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,15021241727
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,15021243743
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,15021243775
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,15021372767
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,15021372799
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,15021374142
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,15021374143
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,15021374206
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,15021374207
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,15021374335
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,15021374815
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,15021374847
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,15026875070
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,15026875071
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,15026875134
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,15026875135
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,15026877791
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,15026877823
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,15026879166
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,15026879167
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,15026879230
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,15026879231
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,15026879359
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,15026879839
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,15026879871
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,15027137214
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,15027137215
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,15027137278
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,15027137279
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,15027139935
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,15027139967
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,15027141310
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,15027141311
6,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",4,15027141374
